current_step,population,hh_income,gini,unemployment,housing_price_indexes,n_matching_housing,tom_buy,tom_sell,total_posted_jobs,skill,n_matching_labour,recruit_outside,tom_labour,person_income_old,skill_old,n_posted_jobs_old,n_applicants_old,n_workers_old,person_income_service,skill_service,n_posted_jobs_service,n_applicants_service,n_workers_service,person_income_new,skill_new,n_posted_jobs_new,n_applicants_new,n_workers_new,person_income_unemployed,skill_unemployed,n_posted_jobs_unemployed,n_applicants_unemployed,n_workers_unemployed,n_houses_for_sale,n_bids,gdp,wealth_gini,person_income
1,15006,2.790925415287942,0.3981258286926359,0.1004,1,0,0.0,1.0,0,0.40010685423204867,0,0,0.9980092899800929,2.993601531661738,0.5000274632415075,0,0.0,5917,1.005478466963393,0.2497822237409886,0,0.0,4535,2.9993043775990467,0.5000278962914342,0,0.0,3047,0.0,0.25812446578682097,0,0.0,1507,2.0,0.0,31411.865549065893,0.0,2.0932870551156726
2,15011,2.790117278439147,0.39834739661472557,0.1008,1,0,0.25,1.2857142857142858,3,0.40017626916559246,3,0,1.9914077990746861,2.9937550670472572,0.5002351224208984,3,36,5917,1.0053399096614466,0.24977872801870327,0,0.0,4534,2.9993043775990467,0.5000557925828684,0,0.0,3047,0.0,0.2584190378344028,0,0.0,1513,7.0,0.0,31411.140320668033,0.0,2.0925414909511635
3,15016,2.7898035439011597,0.39850878483259833,0.101,1,0,0.8333333333333334,2.0,4,0.4002649745246658,4,0,2.980883322346737,2.993963750704278,0.5003252107425269,3,51,5920,1.0054703036356476,0.2498336091931815,1,1504,4533,2.9986590339203048,0.5000763296126066,0,0.0,3046,0.0,0.25888290006191833,0,0.0,1517,9.0,1.0,31415.977707871076,0.0,2.092166869197587
4,15018,2.788416448651282,0.3988553936305879,0.1014,1,0,1.1,2.2,3,0.4003372669391382,3,0,3.963230466185161,2.9939777787002364,0.5003506141401858,0,0.0,5919,1.0052933401812563,0.2499346934919508,2,3048,4531,2.997309506805506,0.500130356883108,1,18,3045,0.0,0.25957896052207735,0,0.0,1523,15.0,2.0,31403.14604471086,0.0,2.0910338290525194
5,15022,2.7886162560732726,0.39880659331355284,0.1015,1,0,2.0,2.8333333333333335,7,0.400446584161991,6,0,4.943606557377049,2.993987117608706,0.5004391889353117,1,20,5919,1.0057383798142603,0.2501024452080364,4,4533,4532,2.9978849054383416,0.500343022199836,2,40,3046,0.0,0.2596064922424896,0,0.0,1525,18.0,4.0,31410.973508409465,0.0,2.090998103342388
6,15019,2.787747599627296,0.39893718514367715,0.1018,1,0,1.9090909090909092,3.217391304347826,5,0.40059490533574116,5,0,5.915631131458469,2.994422592385757,0.5005325353931063,1,23,5915,1.0056915064043668,0.2504356075833432,3,4553,4532,2.998035549923311,0.5004130079405966,1,23,3043,0.0,0.2604015563481526,0,0.0,1529,23.0,6.0,31392.8257194031,0.0,2.0902074518545164
7,15023,2.7872784798270476,0.3991105004415165,0.102,1,0,2.4615384615384617,3.740740740740741,12,0.400642849699446,8,0,6.867579908675799,2.994527597368189,0.5005804605356666,5,26,5913,1.0056324176036897,0.2505671140527702,3,3778,4532,2.9989284062245782,0.5005084173070308,4,52,3045,0.0,0.2604742180693527,0,0.0,1533,27.0,7.0,31395.904796771985,0.0,2.0898558741111537
8,15025,2.7876004195745963,0.39912771728889035,0.1022,1,0,2.9347826086956523,4.258064516129032,12,0.4006592041943571,8,0,7.829315960912052,2.9957134151854334,0.5006397314308473,7,68,5914,1.006133739181948,0.25070352485888736,3,3774,4532,2.998902458458661,0.5005393446333748,2,10,3044,0.0,0.2601244505626796,0,0.0,1535,31.0,10.0,31405.106326927515,3.756907945801414e-17,2.090190104953571
9,15029,2.78724481252745,0.39932181219868246,0.1027,1,0,3.480769230769231,4.384615384615385,12,0.40080984249365526,8,0,8.760362694300518,2.997388993359118,0.5008515604809831,6,68,5911,1.0058913043609004,0.2507763129036198,3,3778,4532,3.0005330610247967,0.5006306882593947,3,31,3042,0.0,0.26152897996746755,0,0.0,1544,39.0,13.0,31403.887302746894,0.0,2.0895526849921335
10,15033,2.7890536929613674,0.3992940343580349,0.1024,1,0,3.640625,4.886363636363637,17,0.4009015908654445,11,0,9.755194805194805,2.998783487565008,0.5010185655218994,9,78,5914,1.00603453347409,0.2509555029557726,3,2717,4535,3.001137636304255,0.5006933159792071,5,39,3044,0.0,0.260737765739337,0,0.0,1540,44.0,18.0,31432.635119674727,0.0,2.0909090081603545
11,15039,2.7886057525372503,0.3994698360185209,0.1029,1,0,4.304347826086956,5.673913043478261,9,0.4009555851528137,3,0,10.695736434108527,2.9992055815796745,0.501100933288158,6,70,5914,1.0061391454779278,0.2510155141619388,0,0.0,4534,3.0016521023794818,0.5007260028134769,3,35,3043,0.0,0.2613995851907993,0,0.0,1548,46.0,24.0,31433.164042599994,-3.752909463126804e-17,2.0901099835494303
12,15040,2.789320873529184,0.39938360108656423,0.1031,1,0,4.518518518518518,6.019230769230769,11,0.4010851482937774,5,0,11.647969052224372,3.000158871240047,0.5012044205097256,6,77,5913,1.0065825753898412,0.2511723904757049,1,1392,4533,3.0021877573653906,0.5007638697072339,4,37,3043,0.0,0.2619664670012397,0,0.0,1551,52.0,31.0,31438.43556554754,0.0,2.090321513666718
13,15044,2.7906411070572026,0.3992336647076727,0.103,0.9038702621825097,5,5.094117647058823,6.28,13,0.40121971020976366,7,0,12.624516129032259,3.0010526094330365,0.5013366080419612,7,69,5914,1.0067941715729551,0.25129294109681516,2,2323,4535,3.003238259305588,0.5008928480192195,4,60,3045,0.0,0.26207252280190024,0,0.0,1550,55.0,41.0,31458.897199855943,0.0,2.0911258441807923
14,15038,2.790978127450657,0.399020399951186,0.103,0.9501997515979753,3,5.5227272727272725,6.745098039215686,8,0.40123029194793797,3,0,13.582311168495803,3.0018622903813057,0.5014423293395618,6,80,5910,1.0066606519054342,0.25131461258072013,0,0.0,4534,3.002803286772169,0.5009444242050399,2,40,3045,0.0,0.2616789791936409,0,0.0,1549,54.0,32.0,31448.741540114104,4.111216073304574e-06,2.0912848477266923
15,15037,2.792612051100044,0.39914510450116386,0.1031,1.0260938661090995,5,5.797979797979798,6.8076923076923075,13,0.40143404096797614,7,0,14.562862669245648,3.0027949714695206,0.5015988746907007,10,58,5913,1.0072022305718347,0.25138057756390625,1,1193,4530,3.0038192523339826,0.5012409482757109,2,71,3043,0.0,0.26201115797669866,0,0.0,1551,57.0,32.0,31458.774755642095,1.789603656817437e-05,2.0920911588509674
16,15032,2.7945018535960235,0.3990529408101471,0.1026,1.0260938661090995,0,6.231481481481482,7.321428571428571,16,0.4015516123298064,11,1,15.54863813229572,3.003661832951964,0.5017286169148022,7,55,5915,1.0074961479286333,0.2516987888869297,5,4124,4532,3.0033018701528054,0.5013583295386569,4,68,3043,0.0,0.2607436831834612,0,0.0,1542,56.0,30.0,31471.679875198522,1.7900802932208492e-05,2.093645547844493
17,15038,2.79460137828089,0.3992042393530105,0.1027,1.1131897480275879,2,7.138888888888889,8.160714285714286,12,0.40162325438190594,7,1,16.496113989637305,3.0036675422531802,0.50181925717661,5,76,5917,1.007558799296868,0.25190922749467065,3,3751,4533,3.003946860377047,0.5013935992069054,4,35,3044,0.0,0.2604917813872647,0,0.0,1544,58.0,38.0,31483.979127712606,5.0363254167712544e-05,2.093628084034612
18,15038,2.7937627303008576,0.3992092965545088,0.1031,1.0067579956251536,3,7.108333333333333,7.402985074626866,8,0.40163594297144,5,0,17.37717601547389,3.00356203654894,0.5018815039987691,3,37,5913,1.0072614536070221,0.2521286211105731,2,3034,4530,3.0036770448176293,0.5014744947596909,3,74,3044,0.0,0.26018372764693615,0,0.0,1551,70.0,43.0,31466.14963137866,1.7387380974989794e-05,2.0924424545404015
19,15042,2.7940579259870626,0.3991148455386468,0.103,1.1817645628979767,2,7.917355371900826,7.619718309859155,15,0.4016772012446998,12,0,18.31290322580645,3.0032229458457227,0.5019857840218648,7,95,5914,1.0075021656206593,0.25236418088746954,5,4270,4533,3.003939151971824,0.5015235095197564,3,27,3045,0.0,0.25947007481736073,0,0.0,1550,73.0,38.0,31475.062536244357,8.613237300577722e-05,2.092478562441448
20,15040,2.7946255794072665,0.39916663012806947,0.1032,1.0431757636767451,8,7.8396946564885495,7.785714285714286,10,0.4017841785364364,5,0,19.23389175257732,3.003944634906645,0.5020875344288324,6,80,5911,1.0075322239749083,0.25251124802319397,2,3034,4531,3.0044740746950582,0.5015608372646239,2,40,3046,0.0,0.2597370193801793,0,0.0,1552,78.0,45.0,31473.073275284736,5.7742329086858205e-05,2.092624552877968
21,15031,2.7959740006631684,0.3988933967674776,0.1029,1.023165385359336,4,8.085106382978724,8.271428571428572,14,0.4018174190077721,9,0,20.179702650290885,3.0042023569655134,0.5021752705826,9,108,5909,1.0072542889554603,0.2527586320367224,4,4036,4530,3.0053194572038886,0.5015925731717715,1,15,3045,0.0,0.2585765758234275,0,0.0,1547,74.0,35.0,31465.891403463393,5.896239579833127e-05,2.093399734113718
22,15031,2.7983197930588997,0.3986372761698564,0.1025,1.0324236174302082,5,8.38,8.366197183098592,18,0.4019114249288187,14,0,21.144711226476314,3.005613838206503,0.5022684128227932,11,101,5912,1.0074464584280536,0.25305762049933117,5,3836,4532,3.005435413729155,0.5016205280411918,2,10,3046,0.0,0.25757722711244696,0,0.0,1541,76.0,41.0,31489.49263129189,5.951318220680482e-05,2.094969904283933
23,15034,2.7995520676756347,0.39858824150239297,0.1024,1.0305913138639962,3,8.948717948717949,9.205882352941176,12,0.40195663817416855,7,0,22.094805194805193,3.0067741066371316,0.5024028692313898,8,105,5914,1.0072212352631045,0.25320093742216504,3,3807,4534,3.005435413729155,0.5016508245353153,1,0,3046,0.0,0.2569896544606128,0,0.0,1540,71.0,42.0,31503.359417554013,5.956692103506023e-05,2.0954742196058214
24,15030,2.7984443228654183,0.39902640025185215,0.1029,1.0305913138639962,0,8.608938547486034,8.542168674698795,8,0.40198485885180324,4,0,22.959276018099548,3.0078623211420745,0.5024813432990719,6,96,5907,1.007450393050729,0.25320672336332795,1,1514,4533,3.0054172938639185,0.5016762977438615,1,0,3043,0.0,0.2581047722265345,0,0.0,1547,83.0,49.0,31479.70018791319,5.958809765883831e-05,2.094457763666872
25,15035,2.7999994098983643,0.3986445629530934,0.1026,0.9376982008709538,3,9.016042780748663,9.333333333333334,19,0.4020885099679752,11,0,23.98313878080415,3.0081882334662584,0.5026244371084463,13,91,5915,1.0069154510028093,0.2533607703731849,2,1604,4534,3.0057836083398928,0.5016971375154633,4,20,3044,0.0,0.2571163310006205,0,0.0,1542,84.0,68.0,31508.393359586385,0.0001132383076782655,2.095669661429085
26,15031,2.800917171075722,0.3987370994458279,0.1027,0.9337893517284489,3,9.585492227979275,9.411764705882353,9,0.40208783299929546,4,0,24.895725388601036,3.0089833136269784,0.5026818088318586,5,31,5912,1.0073089951650138,0.253196481375043,1,1517,4530,3.0075859035604813,0.5017818027927533,3,62,3045,0.0,0.257138415716051,0,0.0,1544,88.0,72.0,31510.318174601976,0.00011699092887068838,2.0963554104585107
27,15041,2.801240407314404,0.39884916425447137,0.1029,1.047623686710921,2,9.826086956521738,9.863636363636363,15,0.40221621553247455,11,2,25.80672268907563,3.0095734093424835,0.5028744636212202,8,59,5915,1.0073561094515133,0.25340467526505694,5,4248,4533,3.007218917898593,0.5018891138109821,2,40,3046,0.0,0.25713898633463306,0,0.0,1547,90.0,82.0,31527.960784323714,0.00010153469081460331,2.0961346176666193
28,15040,2.799805661031059,0.399237240635883,0.1035,0.9956894442972544,5,10.461904761904762,9.43157894736842,8,0.40225921426386824,5,0,26.629820051413883,3.01008122105347,0.5029955069781472,5,72,5908,1.0075587925954692,0.25342238812762635,2,3038,4532,3.008014717988153,0.5019755387758885,1,36,3044,0.0,0.25819879452022926,0,0.0,1556,100.0,97.0,31506.213103582606,0.00010439670649721473,2.094827998908411
29,15045,2.8006150605474014,0.3992336295765527,0.1033,1.0360703927763613,5,11.264150943396226,9.86021505376344,18,0.4023096551173105,8,1,27.607464607464607,3.010184636892837,0.50321803179932,12,90,5912,1.0072452629069109,0.25358995719751515,3,2527,4534,3.0084274306046512,0.5020422504841244,3,39,3045,0.0,0.2569036284328597,0,0.0,1554,98.0,92.0,31523.72312152164,9.321118903254953e-05,2.095295654471356
30,15040,2.7986549767471107,0.39985254042859486,0.1042,0.9262351954227726,8,11.422727272727272,9.302083333333334,11,0.4024343268928379,5,2,28.354179961710276,3.0105951693229187,0.503415040296262,8,91,5906,1.007035276956982,0.2534715117877042,1,1387,4525,3.008894181494735,0.5020982270751008,2,35,3042,0.0,0.2585205174707983,0,0.0,1567,104.0,90.0,31490.465798358586,0.0001823950807197873,2.0937809706355375
31,15040,2.801197334003491,0.3993586202729831,0.1033,0.8970682724007372,10,12.313636363636364,9.235955056179776,29,0.40245705395717263,19,0,29.427559562137798,3.011177147394238,0.5034938898586908,14,104,5908,1.0077373063276183,0.2540111017780397,10,4188,4535,3.0088531968483485,0.502132601630756,5,45,3044,0.0,0.25620103303496417,0,0.0,1553,99.0,77.0,31519.07240220738,0.00022644592863289663,2.0956830054659097
32,15035,2.8017185042741946,0.39946263455402115,0.1036,0.9789612767526714,8,12.528384279475983,8.43157894736842,15,0.40256972869075797,5,1,30.310211946050096,3.0118615227633336,0.5036531942525696,12,106,5906,1.0078655842564734,0.2541136488946612,0,0.0,4530,3.009349457247048,0.5022276592697535,3,23,3042,0.0,0.256357570082508,0,0.0,1557,103.0,66.0,31508.126299067695,0.0001747685900990211,2.095651898840545
33,15040,2.802443549807324,0.399563475452279,0.1038,1.0092748459350804,10,12.986666666666666,8.48913043478261,24,0.4027476736136231,13,5,31.067264573991032,3.0133211041124532,0.5039278630479304,14,103,5909,1.0086094787468454,0.2543468514439812,5,3071,4530,3.0098592594930538,0.5022513613806799,5,29,3040,0.0,0.2566174841512933,0,0.0,1561,102.0,55.0,31524.687491782686,0.0001774203888082365,2.0960563491876716
34,15035,2.8047285475029717,0.3992239242250256,0.1033,1.0888273512048638,5,13.224137931034482,8.882978723404255,23,0.4028247429897123,15,0,32.0328396651642,3.0143725734987474,0.5041157264097555,11,63,5907,1.008276846430898,0.2544982236943175,5,3189,4532,3.0123456409912865,0.5024460727153299,7,87,3043,0.0,0.25520223174018175,0,0.0,1553,99.0,40.0,31541.977245218524,0.00028773360654268373,2.097903375139236
